protocolo,clientes,client_id,ms,perda,qos,impl
mqtt,1,1,3825,0,1,busy_waiting
mqtt,1,1,3893,0,1,busy_waiting
mqtt,1,1,3868,0,1,busy_waiting
mqtt,1,1,3916,0,1,busy_waiting
mqtt,1,1,3925,0,1,busy_waiting
mqtt,1,1,3910,0,1,busy_waiting
mqtt,1,1,3850,0,1,busy_waiting
mqtt,1,1,3912,0,1,busy_waiting
mqtt,1,1,3862,0,1,busy_waiting
mqtt,1,1,3817,0,1,busy_waiting
mqtt,1,1,3861,0,1,busy_waiting
mqtt,1,1,3888,0,1,busy_waiting
mqtt,1,1,3839,0,1,busy_waiting
mqtt,1,1,3863,0,1,busy_waiting
mqtt,1,1,3908,0,1,busy_waiting
mqtt,1,1,3885,0,1,busy_waiting
mqtt,1,1,3860,0,1,busy_waiting
mqtt,1,1,3880,0,1,busy_waiting
mqtt,1,1,3864,0,1,busy_waiting
mqtt,1,1,3921,0,1,busy_waiting
mqtt,1,1,3865,0,1,busy_waiting
mqtt,1,1,3893,0,1,busy_waiting
mqtt,1,1,3985,0,1,busy_waiting
mqtt,1,1,3849,0,1,busy_waiting
mqtt,1,1,3882,0,1,busy_waiting
mqtt,1,1,3831,0,1,busy_waiting
mqtt,1,1,3872,0,1,busy_waiting
mqtt,1,1,3860,0,1,busy_waiting
mqtt,1,1,3867,0,1,busy_waiting
mqtt,1,1,3882,0,1,busy_waiting
mqtt,2,1,13017,0,1,busy_waiting
mqtt,2,2,12978,0,1,busy_waiting
mqtt,2,2,13268,0,1,busy_waiting
mqtt,2,1,13275,0,1,busy_waiting
mqtt,2,1,12676,0,1,busy_waiting
mqtt,2,2,12673,0,1,busy_waiting
mqtt,2,2,13208,0,1,busy_waiting
mqtt,2,1,13221,0,1,busy_waiting
mqtt,2,1,12804,0,1,busy_waiting
mqtt,2,2,12815,0,1,busy_waiting
mqtt,2,1,13535,0,1,busy_waiting
mqtt,2,2,13549,0,1,busy_waiting
mqtt,2,2,12727,0,1,busy_waiting
mqtt,2,1,12734,0,1,busy_waiting
mqtt,2,1,13806,0,1,busy_waiting
mqtt,2,2,13834,0,1,busy_waiting
mqtt,2,1,13388,0,1,busy_waiting
mqtt,2,2,13394,0,1,busy_waiting
mqtt,2,1,13795,0,1,busy_waiting
mqtt,2,2,13815,0,1,busy_waiting
mqtt,2,2,13301,0,1,busy_waiting
mqtt,2,1,13308,0,1,busy_waiting
mqtt,2,1,13454,0,1,busy_waiting
mqtt,2,2,13454,0,1,busy_waiting
mqtt,2,1,13732,0,1,busy_waiting
mqtt,2,2,13742,0,1,busy_waiting
mqtt,2,1,13260,0,1,busy_waiting
mqtt,2,2,13270,0,1,busy_waiting
mqtt,2,1,12425,0,1,busy_waiting
mqtt,2,2,12467,0,1,busy_waiting
mqtt,3,2,114530,0,0,busy_waiting
mqtt,3,3,114781,0,0,busy_waiting
mqtt,3,1,114881,0,0,busy_waiting
mqtt,3,3,155214,0,0,busy_waiting
mqtt,3,1,155657,0,0,busy_waiting
mqtt,3,2,155737,0,0,busy_waiting
mqtt,3,3,29972,0,0,busy_waiting
mqtt,3,1,30009,0,0,busy_waiting
mqtt,3,2,30121,0,0,busy_waiting
mqtt,3,2,10641,0,0,busy_waiting
mqtt,3,1,10662,0,0,busy_waiting
mqtt,3,3,10704,0,0,busy_waiting
mqtt,3,2,9496,0,0,busy_waiting
mqtt,3,1,9582,0,0,busy_waiting
mqtt,3,3,9628,0,0,busy_waiting
mqtt,3,1,13001,0,0,busy_waiting
mqtt,3,2,13074,0,0,busy_waiting
mqtt,3,3,13089,0,0,busy_waiting
mqtt,3,1,9837,0,0,busy_waiting
mqtt,3,3,9924,0,0,busy_waiting
mqtt,3,2,9943,0,0,busy_waiting
mqtt,3,2,10215,0,0,busy_waiting
mqtt,3,3,10302,0,0,busy_waiting
mqtt,3,1,10322,0,0,busy_waiting
mqtt,3,1,9713,0,0,busy_waiting
mqtt,3,3,9805,0,0,busy_waiting
mqtt,3,2,9844,0,0,busy_waiting
mqtt,3,3,9489,0,0,busy_waiting
mqtt,3,2,9576,0,0,busy_waiting
mqtt,3,1,9629,0,0,busy_waiting
mqtt,3,1,9451,0,0,busy_waiting
mqtt,3,2,9500,0,0,busy_waiting
mqtt,3,3,9527,0,0,busy_waiting
mqtt,3,1,9313,0,0,busy_waiting
mqtt,3,2,9414,0,0,busy_waiting
mqtt,3,3,9474,0,0,busy_waiting
mqtt,3,1,9344,0,0,busy_waiting
mqtt,3,3,9437,0,0,busy_waiting
mqtt,3,2,9455,0,0,busy_waiting
mqtt,3,1,9563,0,0,busy_waiting
mqtt,3,2,9638,0,0,busy_waiting
mqtt,3,3,9638,0,0,busy_waiting
mqtt,5,5,327663,0,0,busy_waiting
mqtt,5,1,327885,0,0,busy_waiting
mqtt,5,2,328188,0,0,busy_waiting
mqtt,5,3,328219,0,0,busy_waiting
mqtt,5,4,328305,0,0,busy_waiting
mqtt,5,4,321462,0,0,busy_waiting
mqtt,5,3,322951,0,0,busy_waiting
mqtt,5,1,323118,0,0,busy_waiting
mqtt,5,2,323227,0,0,busy_waiting
mqtt,5,5,323248,0,0,busy_waiting
mqtt,5,4,320422,0,0,busy_waiting
mqtt,5,1,321791,0,0,busy_waiting
mqtt,5,2,322057,0,0,busy_waiting
mqtt,5,5,322138,0,0,busy_waiting
mqtt,5,3,322190,0,0,busy_waiting
mqtt,5,2,324470,0,0,busy_waiting
mqtt,5,1,324871,0,0,busy_waiting
mqtt,5,5,325007,0,0,busy_waiting
mqtt,5,3,325051,0,0,busy_waiting
mqtt,5,4,325143,0,0,busy_waiting
mqtt,5,1,330854,0,0,busy_waiting
mqtt,5,4,331802,0,0,busy_waiting
mqtt,5,2,332076,0,0,busy_waiting
mqtt,5,3,332165,0,0,busy_waiting
mqtt,5,5,332185,0,0,busy_waiting
mqtt,5,5,329623,0,0,busy_waiting
mqtt,5,3,330817,0,0,busy_waiting
mqtt,5,2,331011,0,0,busy_waiting
mqtt,5,4,331244,0,0,busy_waiting
mqtt,5,1,331401,0,0,busy_waiting
mqtt,5,3,338838,0,0,busy_waiting
mqtt,5,5,338956,0,0,busy_waiting
mqtt,5,1,339118,0,0,busy_waiting
mqtt,5,4,339181,0,0,busy_waiting
mqtt,5,2,339235,0,0,busy_waiting
mqtt,5,5,311017,0,0,busy_waiting
mqtt,5,2,312318,0,0,busy_waiting
mqtt,5,3,312607,0,0,busy_waiting
mqtt,5,1,312699,0,0,busy_waiting
mqtt,5,4,312732,0,0,busy_waiting
mqtt,5,2,318525,0,0,busy_waiting
mqtt,5,4,319589,0,0,busy_waiting
mqtt,5,1,320076,0,0,busy_waiting
mqtt,5,3,320131,0,0,busy_waiting
mqtt,5,5,320188,0,0,busy_waiting
mqtt,5,1,243241,0,0,busy_waiting
mqtt,5,5,245536,0,0,busy_waiting
mqtt,5,2,245851,0,0,busy_waiting
mqtt,5,4,245983,0,0,busy_waiting
mqtt,5,3,246015,0,0,busy_waiting
mqtt,5,2,312827,0,0,busy_waiting
mqtt,5,5,314614,0,0,busy_waiting
mqtt,5,3,314807,0,0,busy_waiting
mqtt,5,1,314915,0,0,busy_waiting
mqtt,5,4,314958,0,0,busy_waiting
mqtt,1,1,3507,0,0,busy_waiting
mqtt,1,1,3511,0,0,busy_waiting
mqtt,1,1,3514,0,0,busy_waiting
mqtt,1,1,3541,0,0,busy_waiting
mqtt,1,1,3735,0,0,busy_waiting
mqtt,1,1,3489,0,0,busy_waiting
mqtt,1,1,3456,0,0,busy_waiting
mqtt,1,1,3277,0,0,busy_waiting
mqtt,1,1,3254,0,0,busy_waiting
mqtt,1,1,3249,0,0,busy_waiting
mqtt,1,1,3237,0,0,busy_waiting
mqtt,1,1,3283,0,0,busy_waiting
mqtt,1,1,3166,0,0,busy_waiting
mqtt,1,1,3173,0,0,busy_waiting
mqtt,1,1,3184,0,0,busy_waiting
mqtt,1,1,3112,0,0,busy_waiting
mqtt,1,1,3158,0,0,busy_waiting
mqtt,1,1,3184,0,0,busy_waiting
mqtt,1,1,3181,0,0,busy_waiting
mqtt,1,1,3215,0,0,busy_waiting
mqtt,1,1,3171,0,0,busy_waiting
mqtt,1,1,3192,0,0,busy_waiting
mqtt,1,1,3143,0,0,busy_waiting
mqtt,1,1,3177,0,0,busy_waiting
mqtt,1,1,3182,0,0,busy_waiting
mqtt,1,1,3180,0,0,busy_waiting
mqtt,1,1,3166,0,0,busy_waiting
mqtt,1,1,3185,0,0,busy_waiting
mqtt,1,1,3200,0,0,busy_waiting
mqtt,1,1,3214,0,0,busy_waiting
mqtt,1,1,3159,0,0,busy_waiting
mqtt,1,1,3176,0,0,busy_waiting
mqtt,1,1,3164,0,0,busy_waiting
mqtt,1,1,3160,0,0,busy_waiting
mqtt,1,1,3160,0,0,busy_waiting
mqtt,1,1,3173,0,0,busy_waiting
mqtt,1,1,3158,0,0,busy_waiting
mqtt,1,1,3879,0,0,busy_waiting
mqtt,1,1,3179,0,0,busy_waiting
mqtt,1,1,3425,0,0,busy_waiting
mqtt,1,1,3266,0,0,busy_waiting
mqtt,2,1,4325,0,0,busy_waiting
mqtt,2,2,4358,0,0,busy_waiting
mqtt,2,1,4258,0,0,busy_waiting
mqtt,2,2,4297,0,0,busy_waiting
mqtt,2,2,4334,0,0,busy_waiting
mqtt,2,1,4379,0,0,busy_waiting
mqtt,2,1,4036,0,0,busy_waiting
mqtt,2,2,4158,0,0,busy_waiting
mqtt,2,1,4297,0,0,busy_waiting
mqtt,2,2,4342,0,0,busy_waiting
mqtt,2,1,4291,0,0,busy_waiting
mqtt,2,2,4280,0,0,busy_waiting
mqtt,2,2,5441,0,0,busy_waiting
mqtt,2,1,5476,0,0,busy_waiting
mqtt,2,2,4301,0,0,busy_waiting
mqtt,2,1,4309,0,0,busy_waiting
mqtt,2,1,4284,0,0,busy_waiting
mqtt,2,2,4284,0,0,busy_waiting
mqtt,2,1,4388,0,0,busy_waiting
mqtt,2,2,4391,0,0,busy_waiting
mqtt,2,2,4290,0,0,busy_waiting
mqtt,2,1,4307,0,0,busy_waiting
mqtt,2,2,4038,0,0,busy_waiting
mqtt,2,1,4055,0,0,busy_waiting
mqtt,2,2,4293,0,0,busy_waiting
mqtt,2,1,4340,0,0,busy_waiting
mqtt,2,2,4352,0,0,busy_waiting
mqtt,2,1,4388,0,0,busy_waiting
mqtt,2,1,4284,0,0,busy_waiting
mqtt,2,2,4285,0,0,busy_waiting
mqtt,2,2,4499,0,0,busy_waiting
mqtt,2,1,4544,0,0,busy_waiting
mqtt,2,1,4273,0,0,busy_waiting
mqtt,2,2,4304,0,0,busy_waiting
mqtt,2,1,4318,0,0,busy_waiting
mqtt,2,2,4332,0,0,busy_waiting
mqtt,2,1,4350,0,0,busy_waiting
mqtt,2,2,4375,0,0,busy_waiting
mqtt,2,2,4314,0,0,busy_waiting
mqtt,2,1,4344,0,0,busy_waiting
mqtt,2,2,4219,0,0,busy_waiting
mqtt,2,1,4197,0,0,busy_waiting
mqtt,2,2,4384,0,0,busy_waiting
mqtt,2,1,4410,0,0,busy_waiting
mqtt,2,2,4328,0,0,busy_waiting
mqtt,2,1,4339,0,0,busy_waiting
mqtt,2,2,5489,0,0,busy_waiting
mqtt,2,1,5507,0,0,busy_waiting
mqtt,2,2,4290,0,0,busy_waiting
mqtt,2,1,4298,0,0,busy_waiting
mqtt,5,4,321569,0,0,busy_waiting
mqtt,5,5,322678,0,0,busy_waiting
mqtt,5,2,323068,0,0,busy_waiting
mqtt,5,3,322987,0,0,busy_waiting
mqtt,5,1,323088,0,0,busy_waiting
mqtt,5,5,325700,0,0,busy_waiting
mqtt,5,2,325793,0,0,busy_waiting
mqtt,5,3,325912,0,0,busy_waiting
mqtt,5,4,325934,0,0,busy_waiting
mqtt,5,1,326003,0,0,busy_waiting
mqtt,5,2,319804,0,0,busy_waiting
mqtt,5,4,321170,0,0,busy_waiting
mqtt,5,1,321548,0,0,busy_waiting
mqtt,5,3,321577,0,0,busy_waiting
mqtt,5,5,321605,0,0,busy_waiting
mqtt,9,1,778367,0,0,busy_waiting
mqtt,9,2,783651,0,0,busy_waiting
mqtt,9,6,783768,0,0,busy_waiting
mqtt,9,4,783845,0,0,busy_waiting
mqtt,9,8,784618,0,0,busy_waiting
mqtt,9,9,784976,0,0,busy_waiting
mqtt,9,5,785119,0,0,busy_waiting
mqtt,9,7,785131,0,0,busy_waiting
mqtt,9,3,785261,0,0,busy_waiting
mqtt,1,1,2948,0,0,var_cond
mqtt,1,1,2805,0,0,var_cond
mqtt,1,1,2804,0,0,var_cond
mqtt,1,1,2551,0,0,var_cond
mqtt,1,1,2852,0,0,var_cond
mqtt,1,1,2769,0,0,var_cond
mqtt,1,1,2838,0,0,var_cond
mqtt,1,1,2974,0,0,var_cond
mqtt,1,1,2815,0,0,var_cond
mqtt,1,1,2903,0,0,var_cond
mqtt,1,1,2747,0,0,var_cond
mqtt,1,1,2771,0,0,var_cond
mqtt,1,1,2905,0,0,var_cond
mqtt,1,1,2895,0,0,var_cond
mqtt,1,1,2853,0,0,var_cond
mqtt,1,1,3013,0,0,var_cond
mqtt,1,1,3423,0,0,var_cond
mqtt,1,1,3043,0,0,var_cond
mqtt,1,1,2796,0,0,var_cond
mqtt,1,1,2997,0,0,var_cond
mqtt,1,1,2876,0,0,var_cond
mqtt,1,1,2925,0,0,var_cond
mqtt,1,1,2871,0,0,var_cond
mqtt,1,1,2878,0,0,var_cond
mqtt,1,1,2735,0,0,var_cond
mqtt,1,1,2842,0,0,var_cond
mqtt,1,1,2768,0,0,var_cond
mqtt,1,1,2807,0,0,var_cond
mqtt,1,1,2857,0,0,var_cond
mqtt,1,1,2828,0,0,var_cond
mqtt,2,2,3761,0,0,var_cond
mqtt,2,1,3769,0,0,var_cond
mqtt,2,1,3846,0,0,var_cond
mqtt,2,2,3854,0,0,var_cond
mqtt,2,1,3899,0,0,var_cond
mqtt,2,2,3897,0,0,var_cond
mqtt,2,1,3851,0,0,var_cond
mqtt,2,2,3843,0,0,var_cond
mqtt,2,1,3781,0,0,var_cond
mqtt,2,2,3783,0,0,var_cond
mqtt,2,1,3830,0,0,var_cond
mqtt,2,2,3835,0,0,var_cond
mqtt,2,1,3799,0,0,var_cond
mqtt,2,2,3798,0,0,var_cond
mqtt,2,2,3782,0,0,var_cond
mqtt,2,1,3793,0,0,var_cond
mqtt,2,1,3785,0,0,var_cond
mqtt,2,2,3782,0,0,var_cond
mqtt,2,1,3793,0,0,var_cond
mqtt,2,2,3791,0,0,var_cond
mqtt,2,1,3878,0,0,var_cond
mqtt,2,2,3878,0,0,var_cond
mqtt,2,1,3847,0,0,var_cond
mqtt,2,2,3847,0,0,var_cond
mqtt,2,1,3664,0,0,var_cond
mqtt,2,2,3667,0,0,var_cond
mqtt,2,1,3899,0,0,var_cond
mqtt,2,2,3886,0,0,var_cond
mqtt,2,1,3861,0,0,var_cond
mqtt,2,2,3861,0,0,var_cond
mqtt,2,1,3775,0,0,var_cond
mqtt,2,2,3776,0,0,var_cond
mqtt,2,1,3698,0,0,var_cond
mqtt,2,2,3693,0,0,var_cond
mqtt,2,2,3889,0,0,var_cond
mqtt,2,1,3888,0,0,var_cond
mqtt,2,1,3694,0,0,var_cond
mqtt,2,2,3697,0,0,var_cond
mqtt,5,4,5238,0,0,var_cond
mqtt,5,1,5341,0,0,var_cond
mqtt,5,2,5405,0,0,var_cond
mqtt,5,3,5474,0,0,var_cond
mqtt,5,5,5502,0,0,var_cond
mqtt,5,1,5203,0,0,var_cond
mqtt,5,3,5277,0,0,var_cond
mqtt,5,4,5326,0,0,var_cond
mqtt,5,2,5377,0,0,var_cond
mqtt,5,5,5502,0,0,var_cond
mqtt,5,2,5313,0,0,var_cond
mqtt,5,1,5388,0,0,var_cond
mqtt,5,5,5460,0,0,var_cond
mqtt,5,4,5477,0,0,var_cond
mqtt,5,3,5528,0,0,var_cond
mqtt,5,2,5442,0,0,var_cond
mqtt,5,1,5537,0,0,var_cond
mqtt,5,3,5582,0,0,var_cond
mqtt,5,5,5625,0,0,var_cond
mqtt,5,4,5672,0,0,var_cond
mqtt,5,1,5210,0,0,var_cond
mqtt,5,5,5269,0,0,var_cond
mqtt,5,3,5317,0,0,var_cond
mqtt,5,4,5378,0,0,var_cond
mqtt,5,2,5438,0,0,var_cond
mqtt,5,1,5209,0,0,var_cond
mqtt,5,5,5280,0,0,var_cond
mqtt,5,4,5345,0,0,var_cond
mqtt,5,2,5386,0,0,var_cond
mqtt,5,3,5422,0,0,var_cond
mqtt,5,1,5045,0,0,var_cond
mqtt,5,3,5126,0,0,var_cond
mqtt,5,4,5180,0,0,var_cond
mqtt,5,2,5240,0,0,var_cond
mqtt,5,5,5301,0,0,var_cond
mqtt,5,1,5232,0,0,var_cond
mqtt,5,5,5256,0,0,var_cond
mqtt,5,3,5350,0,0,var_cond
mqtt,5,2,5399,0,0,var_cond
mqtt,5,4,5451,0,0,var_cond
mqtt,5,4,5318,0,0,var_cond
mqtt,5,3,5395,0,0,var_cond
mqtt,5,1,5446,0,0,var_cond
mqtt,5,2,5610,0,0,var_cond
mqtt,5,5,5684,0,0,var_cond
mqtt,5,2,5371,0,0,var_cond
mqtt,5,1,5449,0,0,var_cond
mqtt,5,3,5501,0,0,var_cond
mqtt,5,4,5562,0,0,var_cond
mqtt,5,5,5610,0,0,var_cond
mqtt,5,2,5499,0,0,var_cond
mqtt,5,4,5577,0,0,var_cond
mqtt,5,3,5630,0,0,var_cond
mqtt,5,5,5681,0,0,var_cond
mqtt,5,1,5747,0,0,var_cond
mqtt,5,1,5420,0,0,var_cond
mqtt,5,5,5504,0,0,var_cond
mqtt,5,2,5582,0,0,var_cond
mqtt,5,3,5617,0,0,var_cond
mqtt,5,4,5667,0,0,var_cond
mqtt,5,3,5617,0,0,var_cond
mqtt,5,1,5686,0,0,var_cond
mqtt,5,4,5749,0,0,var_cond
mqtt,5,2,5801,0,0,var_cond
mqtt,5,5,5848,0,0,var_cond
mqtt,5,3,5315,0,0,var_cond
mqtt,5,4,5403,0,0,var_cond
mqtt,5,1,5468,0,0,var_cond
mqtt,5,2,5515,0,0,var_cond
mqtt,5,5,5560,0,0,var_cond
mqtt,5,4,5201,0,0,var_cond
mqtt,5,1,5275,0,0,var_cond
mqtt,5,3,5326,0,0,var_cond
mqtt,5,2,5396,0,0,var_cond
mqtt,5,5,5448,0,0,var_cond
mqtt,5,3,5203,0,0,var_cond
mqtt,5,5,5259,0,0,var_cond
mqtt,5,1,5354,0,0,var_cond
mqtt,5,2,5394,0,0,var_cond
mqtt,5,4,5458,0,0,var_cond
mqtt,5,2,5389,0,0,var_cond
mqtt,5,3,5454,0,0,var_cond
mqtt,5,5,5545,0,0,var_cond
mqtt,5,4,5611,0,0,var_cond
mqtt,5,1,5663,0,0,var_cond
mqtt,5,1,5425,0,0,var_cond
mqtt,5,4,5491,0,0,var_cond
mqtt,5,2,5556,0,0,var_cond
mqtt,5,3,5595,0,0,var_cond
mqtt,5,5,5741,0,0,var_cond
